#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:22174787	(2011) Genome characterization of the oleaginous fungus Mortierella alpina.	10	87	2.31	2.45e-16	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
PMID:520280	(1979) Purification of phosphoenolpyruvate carboxykinase (GTP) by affinity chromatography on agarose-hydrazide-GTP.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:16660467	(1978) Longitudinal profiles of carbon dioxide fixation capacities in marine macroalgae.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:203320	(1978) Inhibition of malate dehydrogenase by thyroxine and structurally related compounds.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:207341	(1978) Phosphorylation of rat kidney pyruvate kinase type L by cyclic 3,5-AMP-dependent protein kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:208618	(1978) Purification of four pyruvate kinase isozymes of rats by affinity elution chromatography.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:210814	(1978) Use of methanethiolation to investigate the catalytic role of sulphydryl groups in rabbit skeletal muscle pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:212095	(1978) Effects of amino acid analogues on protein synthesis and degradation in isolated cells.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:213268	(1978) Partial purification and characterization of rat-liver messenger RNA coding for phosphoenolpyruvate carboxykinase (GTP).	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:27701	(1978) Kinetic properties of pyruvate kinase of Neurospora crassa at physiological pH.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:629993	(1978) The genetic system of the L-type pyruvate kinase forms in man. Subunit structure, interrelation and kinetic characteristics of the pyruvate kinase enzymes from erythrocytes and liver.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:646821	(1978) The intracellular location of pyruvate carboxylase, citrate synthase and 3-hydroxyacyl-CoA dehydrogenase in lactating rat mammary gland.	2	2	3.25	0.0098	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:687645	(1978) Hybrid isozymes of rat pyruvate kinase. Their subunit structure and developmental changes in the liver.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:687651	(1978) Effect of Fe2+ and Mn2+ on 3-mercaptopicolinate inhibition of cytosolic and mitochondrial phosphoenolpyruvate carboxykinase of five species.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:728442	(1978) Implication of a tyrosyl residue at the active site of mitochondrial L-malate:NAD+ oxidoreductase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:13078	(1977) Investigation of the subunit interactions in malate dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:138474	(1977) Investigation of the quaternary structure of Neurospora pyruvate kinase by cross-linking with bifunctional reagents: the effect of substrates and allosteric ligands.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:14688	(1977) The effect of monovalent and divalent cations on the activity of Streptococcus lactis C10 pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:15247	(1977) A monomeric form of pyruvate kinase in human pyruvate kinase deficiency.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16659843	(1977) Polymorphism of Microbody Malate Dehydrogenase in Opuntia basilaris.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:191081	(1977) Purification and properties of a phosphoprotein phosphatase from rat liver.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:191083	(1977) Distinction between NAD- and NADH-binding forms of mitochondrial malate dehydrogenase as shown by inhibition with thenoyltrifuoroacetone.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:193572	(1977) Purification and molecular properties of the AMP-activated pyruvate kinase from Escherichia coli.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:19462	(1977) Investigation of the relation of the pH-dependent dissociation of malate dehydrogenase to modification of the enzyme by N-ethylmaleimide.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:201268	(1977) A biochemical explanation for the fatty liver and kidney syndrome of broilers: its alleviation by the short-term use of dietary fat.	2	2	3.25	0.0098	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:24419783	(1977) Glyoxysomal malate dehydrogenase of watermelon cotyledons: De novo synthesis on cytoplasmic ribosomes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24420394	(1977) Glyoxysomal and mitochondrial malate dehydrogenase of watermelon (Citrullus vulgaris) cotyledons : II. Kinetic properties of the purified isoenzymes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24425223	(1977) Carboxylating enzymes and pathway of photosynthetic carbon assmilation in different marine algae-Evidence for the C4-pathway?	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:264684	(1977) Genetic control of mitochondrial malate dehydrogenases: evidence for duplicated chromosome segments.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:328117	(1977) The effect of proflavine on pyruvate kinase I of Escherichia coli B.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:334761	(1977) Reactivity and inhibitor potential of hydroxycitrate isomers with citrate synthase, citrate lyase, and ATP citrate lyase.	2	2	3.25	0.0098	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:402946	(1977) Human erythrocyte pyruvate kinase. Total purification and evidence for its antigenic identity with L-type enzyme.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:559534	(1977) Physarum polycephalum malate dehydrogenase: inhibitor analyses of the mitochondrial and supernatant isozymes.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:590240	(1977) Purification of L-type pyruvate kinase from human liver by affinity chromatography on Blue-Dextran-Sepharose column.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:603097	(1977) Haemolytic anaemia in Basenji dogs. 2. Partial deficiency of erythrocyte pyruvate kinase (PK; EC 2.7.1.40) in heterozygous carriers.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:843536	(1977) Pyruvate kinase isozymes in cells isolated from fetal and regenerating rat liver.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:857893	(1977) Purification and molecular properties of bovine heart pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:871960	(1977) Effect of 6-hydroxydopamine and alpha-methyltyrosine on brown adipose tissue of infant rats.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:901751	(1977) Malate dehydrogenase isolated from extremely halophilic bacteria of the Dead Sea. 1. Purification and molecular characterization.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:907428	(1977) Glucose metabolism in Acetobacter aceti.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:925001	(1977) Messenger RNA for renal phosphoenolpyruvate carboxykinase (GTP). Its translation in a heterologous cell-free system and its regulation by glucocorticoids and by changes in acid-base balance.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:931510	(1977) Metabolic regulation of pyruvate kinase isolated from autotrophically and heterotrophically grown Paracoccus denitrificans.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1009117	(1976) Nucleotide specificity of pyruvate kinase and phosphoenolpyruvate carboxykinase.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:1010850	(1976) Changes in mitochondrial phosphorylative activity and adenylate energy charge of regenerating rabbit liver.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1261049	(1976) Defective erythrocyte pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16659727	(1976) Characterization of Phosphoenolpyruvate Carboxykinase from Panicum maximum.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:181080	(1976) Induction of rat liver phosphoenolpyruvate carbonxykinase (GTP) by cyclic AMP during starvation. The permissive action of glucocorticoids.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:185208	(1976) Inactivation of porcine heart cytoplasmic malate dehydrogenase by pyridoxal 5-phosphate.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:186103	(1976) Effect of cold exposure on phosphoenolpyruvate carboxykinase (GTP) activity and cyclic amp concentration in livers of starved rats. Role of glucorticoids.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:188461	(1976) Interaction between glucocorticoids and cyclic AMP in the regulation of phosphoenolpyruvate carboxykinase (GTP) in the isolated perfused rat liver. Effects of cordycepin and cycloheximide.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:24430600	(1976) [Enhancement of pyruvate kinase activity by blue light or glucose in a chlorophyll-free Chlorella-mutant].	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:24430811	(1976) Mitochondrial malate dehydrogenase of watermelon cotyledons: Time course and mode of enzyme activity changes during germination.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:4127	(1976) Comparative kinetic studies on the L-type pyruvate kinase from rat liver and the enzyme phosphorylated by cyclic 3, 5-AMP-stimulated protein kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6132	(1976) Modification of the regulatory properties of pyruvate kinase of Neurospora by growth at elevated temperatures.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7314	(1976) Secondary kinase reactions catalyzed by yeast pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7315	(1976) The proton transfer reactions catalyzed by yeast pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:820379	(1976) Purification and properties of pyruvate kinase from Streptococcus lactis.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:821529	(1976) L-type pyruvate kinase from human liver. Purification by double affinity elution, electrofocusing and immunological studies.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:939757	(1976) Pyruvate kinase isozymes in various tissues of rat, and increase of spleen-type pyruvate kinase in liver by injecting chromatins from spleen and tumor.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:942393	(1976) Inactivation of phosphoenolypyruvate carboxykinase (GTP) by liver extracts.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:942620	(1976) Rabbit muscle pyruvate kinase. Amino- and carboxyl-terminal studies.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:945118	(1976) Evidence of a novel role for monovalent cations in pyruvate kinase catalysis.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:956160	(1976) Roles of nucleoside triphosphates in microtubule assembly.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:965380	(1976) Hysteretic response of human erythrocyte pyruvate kinase to phosphoenolpyruvate. Potential role in regulation of 2,3-bisphosphoglycerate metabolism.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1080043	(1975) Regulation of C3-enzymes in facultative phototrophic bacteria: the cold-labile pyruvate kinase of Rhodopseudomonas sphaeroides.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1091627	(1975) Chromosomal location of mutations affecting the electrophoretic mobility of malate dehydrogenase in Escherichia coli K-12.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:1093568	(1975) Chemical specificity of pyruvate kinase from yeast.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1096944	(1975) Difference in pyruvate kinase regulation among three groups of yeasts.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1125253	(1975) De novo synthesis and developmental control of the multiple gene-controlled malate dehydrogenase isozymes in maize scutella.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:1148169	(1975) Properties of chicken skeletal muscle pyruvate kinase and a proposal for its evolutionary relationship to the other avian and mammalian isozymes.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1158861	(1975) Identification of essential arginyl residues in cytoplasmic malate dehydrogenase with butanedione.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:1203317	(1975) Effects of calcium ions on pyruvate kinase from human erythrocytes.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:166679	(1975) Protection of the active site of mitochondrial malate dehydrogenase from inhibition by potassium tetrachloroplatinate.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:234305	(1975) Evidence supporting a proposed mechanism explaining the inverse relationship between guanidinoacetate and guanidinosuccinate in human urine.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:234747	(1975) Variations in the pathways of malate oxidation and phosphorylation in different species of Mycobacteria.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:237921	(1975) Chemical modification of bovine heart mitochondrial malate dehydrogenase.  Selective modification of cysteine and histidine.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:241893	(1975) Regulation of glycolysis in Neurospora crassa. Kinetic properties of pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:54192	(1975) The immunological properties of pyruvate kinase. II. The relationship of the human erythrocyte isozyme to the human liver isozymes.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16658939	(1974) Some Properties of Partially Purified Pyruvate Kinase from Euglena gracilis Klebs var. bacillaris.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:4133851	(1974) Structural and functional similarities between mitochondrial malate dehydrogenase and L-3-hydroxyacyl CoA dehydrogenase.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:4214503	(1974) Pyruvate kinase of Streptococcus lactis.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:4376958	(1974) Synthesis of phosphoenolpyruvate carboxykinase (guanosine triphosphate) by isolated liver polyribosomes.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:4524655	(1974) Mechanism of renaturation of pyruvate kinase of Saccharomyces carlsbergensis: activation by L-valine and magnesium and manganese ions.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16658469	(1973) Malate Dehydrogenases of Pisum sativum: Tissue Distribution and Properties of the Particulate Forms.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:16658478	(1973) Malate dehydrogenase isoenzymes in division synchronized cultures of euglena.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:16658554	(1973) Pyruvate kinase, a possible regulatory enzyme in higher plants.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16742804	(1973) Synthesis and degradation of phosphoenolpyruvate carboxylase in rat liver and adipose tissue. Changes during a starvation-re-feeding cycle.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:24458794	(1973) [The distribution pattern of phosphoenolpyruvate-carboxykinase and ribulose-1,5-diphosphate carboxylase activities in fronds of Laminaria hyperborea (Gunn.) Fosl].	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:4198621	(1973) Studies on the interaction between rabbit liver pyruvate kinase and its allosteric effector fructose 1,6-diphosphate.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:4722439	(1973) Kinetic studies on the regulation of rabbit liver pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:4261287	(1972) Subcellular distribution of pyruvate kinase (EC 2.7.1.40) in cerebral cortex.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:4505673	(1972) Calcium-like action of phenethylbiguanide and related compounds: inhibition of pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:5073725	(1972) The initial synthesis of proteins during development. Phosphoenolpyruvate carboxylase in rat liver at birth.	2	2	3.25	0.0098	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:5157292	(1971) Stereochemistry of si-citrate synthase and ATP-citrate-lyase reactions.	2	2	3.25	0.0098	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:5551641	(1971) Regulation at the phosphoenolpyruvate branchpoint in Azotobacter vinelandii: pyruvate kinase.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:5400177	(1969) [Genetic and biochemical aspects of pyruvate kinase in human erythrocytes (EC 2.7.1.40)].	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:5966283	(1966) Studies on the interaction of metal ions with pyruvate kinase from Ehrlich ascites-tumour cells and from rabbit muscle.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:6007855	(1966) The effect of calcium ions on the glycolytic activity of Ehrlich ascites-tumour cells.	2	2	3.25	0.0098	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:35409305	(2022) Lanthanide-Dependent Methanol Metabolism of a Proteobacteria-Dominated Community in a Light Lanthanide-Rich Deep Environment.	2	3	3.07	0.0100	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:36077956	(2022) Ketosis Alters Transcriptional Adaptations of Subcutaneous White Adipose Tissue in Holstein Cows during the Transition Period.	2	3	3.07	0.0100	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:36118357	(2022) Overexpression of GPR41 attenuated glucose production in propionate-induced bovine hepatocytes.	2	3	3.07	0.0100	9606.ENSP00000216780,9606.ENSP00000377532	PCK2,PC
