#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27473374	(2016) Proteinase-activated receptor 2 (PAR2) in hepatic stellate cells - evidence for a role in hepatocellular carcinoma growth in vivo.	7	88	1.91	9.80e-06	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000360997,9606.ENSP00000451040	MMP2,GAPDH,ANGPT2,ANG,CD47,ADAMTS13,PGF
PMID:17085933	(2006) Regulation of proopiomelanocortin gene transcription during single and repeated immobilization stress.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17086345	(2006) Combined dexamethasone suppression-corticotropin-releasing hormone stimulation test in studies of depression, alcoholism, and suicidal behavior.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17097612	(2006) Increased hypothalamic 5-HT2A receptor gene expression and effects of pharmacologic 5-HT2A receptor inactivation in obese Ay mice.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17100126	(2006) [Cushings syndrome. I. New diagnostic developments].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17122145	(2006) Time-lapse imaging of vitreoretinal angiogenesis originating from both quiescent and mature vessels in a novel ex vivo system.	2	6	2.54	0.0191	9606.ENSP00000314897,9606.ENSP00000451040	ANGPT2,PGF
PMID:17135717	(2006) Suppression of adrenocorticotrophic hormone secretion by simultaneous antagonism of vasopressin 1b and CRH-1 receptors on three different stress models.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17139124	(2006) Subclinical Cushings disease with amelioration of metabolic comorbidities after removal of pituitary tumor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17170085	(2006) Experimental hyperthyroidism and central mediators of stress axis and thyroid axis activity in common carp (Cyprinus carpio L.).	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17173093	(2006) Effects of oxytocin alone and in combination with selected hypothalamic hormones on ACTH, beta-endorphin, LH and PRL secretion by anterior pituitary cells of cyclic pigs.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17185905	(2006) A patient with recurrent hypercortisolism after removal of an ACTH-secreting pituitary adenoma due to an adrenal macronodule.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17192555	(2006) Hypothalamic-pituitary-adrenal axis function in Sjoegrens syndrome: mechanisms of neuroendocrine and immune system homeostasis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17259795	(2006) A comparison of immunometric and radioimmunoassay measurement of ACTH for the differential diagnosis of Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17290799	(2006) Angst and the amygdala.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17290801	(2006) Genetics of stress response and stress-related disorders.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17290802	(2006) Traumatic stress: effects on the brain.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17290803	(2006) Hypothalamic-pituitary-adrenal axis modulation of GABAergic neuroactive steroids influences ethanol sensitivity and drinking behavior.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17304774	(2006) [Diagnosis and differential diagnosis of Cushings syndrome].	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17308156	(2006) Reproductive corticotropin-releasing hormone.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:17687404	(2006) The comparisons on total RNA from different source-original neurons applied in LMPC.	2	5	2.61	0.0191	9606.ENSP00000229239,9606.ENSP00000276571	GAPDH,CRH
PMID:19412444	(2006) Mifepristone (RU-486) treatment for depression and psychosis: a review of the therapeutic implications.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:30754093	(2006) Roles of peptides and steroids in sleep disorders.	2	8	2.41	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15375029	(2005) Gender and puberty interact on the stress-induced activation of parvocellular neurosecretory neurons and corticotropin-releasing hormone messenger ribonucleic acid expression in the rat.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15494460	(2005) Corticotropin-releasing hormone directly stimulates cortisol and the cortisol biosynthetic pathway in human fetal adrenal cells.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15494609	(2005) Effects of diabetes and recurrent hypoglycemia on the regulation of the sympathoadrenal system and hypothalamo-pituitary-adrenal axis.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15504420	(2005) The Munich vulnerability study on affective disorders: premorbid neuroendocrine profile of affected high-risk probands.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15564337	(2005) Insulin alone increases hypothalamo-pituitary-adrenal activity, and diabetes lowers peak stress responses.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15564338	(2005) Correlations between hypothalamus-pituitary-adrenal axis parameters depend on age and learning capacity.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15572433	(2005) Sonic hedgehog regulates CRH signal transduction in the adult pituitary.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15572653	(2005) CRH stimulation of corticosteroids production in melanocytes is mediated by ACTH.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15585550	(2005) Effect of pioglitazone on adrenocorticotropic hormone and cortisol secretion in Cushings disease.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15591137	(2005) Reduced hypothalamic vasopressin secretion underlies attenuated adrenocorticotropin stress responses in pregnant rats.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15591147	(2005) Glucocorticoid receptor blockade disinhibits pituitary-adrenal activity during the stress hyporesponsive period of the mouse.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15591535	(2005) Protein-protein interactions and transcriptional antagonism between the subfamily of NGFI-BNur77 orphan nuclear receptors and glucocorticoid receptor.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15613852	(2005) Nested stromal epithelial tumor of the liver: six cases of a distinctive pediatric neoplasm with frequent calcifications and association with cushing syndrome.	2	5	2.61	0.0191	9606.ENSP00000331327,9606.ENSP00000384092	WT1,POMC
PMID:15625240	(2005) Running wheel activity prevents hyperphagia and obesity in Otsuka long-evans Tokushima Fatty rats: role of hypothalamic signaling.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15625243	(2005) Organizational role for testosterone and estrogen on adult hypothalamic-pituitary-adrenal axis activity in the male rat.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15637290	(2005) Role played by hypothalamic nuclear factor-kappaB in alcohol-mediated activation of the rat hypothalamic-pituitary-adrenal axis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15639149	(2005) Plasma alpha-MSH and acetylated beta-endorphin levels following stress vary according to CRH sensitivity of the pituitary melanotropes in common carp, Cyprinus carpio.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15645295	(2005) ACTH releasing activity of KP-102 (GHRP-2) in rats is mediated mainly by release of CRF.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15649443	(2005) Glutamate agonists activate the hypothalamic-pituitary-adrenal axis through hypothalamic paraventricular nucleus but not through vasopressinerg neurons.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15652901	(2005) Sensitivity to stress-induced reproductive dysfunction linked to activity of the serotonin system.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15701640	(2005) Retinoblastoma and the related pocket protein p107 act as coactivators of NeuroD1 to enhance gene transcription.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15705348	(2005) Hypothalamus-pituitary-adrenal system regulation and suicidal behavior in depression.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15705919	(2005) Cushings syndrome during pregnancy: personal experience and review of the literature.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15707876	(2005) Toluene inhalation-induced adrenocortical hypertrophy and endocrinological changes in rat.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15709959	(2005) Endocrinology of the stress response.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15710205	(2005) Stress-related gene expression in brain and adrenal gland of porcine fetuses and neonates.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15710856	(2005) Fatigue and regulation of the hypothalamo-pituitary-adrenal axis in multiple sclerosis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15718120	(2005) A cohort study found that white blood cell count and endocrine markers predicted preterm birth in symptomatic women.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15718277	(2005) Role of the second-messenger cyclic-adenosine 5-diphosphate-ribose on adrenocorticotropin secretion from pituitary cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15740610	(2005) Human desmoid fibroblasts: matrix metalloproteinases, their inhibitors and modulation by Toremifene.	2	6	2.54	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:15743799	(2005) Up-regulation of angiopoietin-2, matrix metalloprotease-2, membrane type 1 metalloprotease, and laminin 5 gamma 2 correlates with the invasiveness of human glioma.	2	4	2.71	0.0191	9606.ENSP00000219070,9606.ENSP00000314897	MMP2,ANGPT2
PMID:15746971	(2005) Influence of mechanical and biological signals on gene expression in human MG-63 cells: evidence for a complex interplay between hydrostatic compression and vitamin D3 or TGF-beta1 on MMP-1 and MMP-3 mRNA levels.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:15760674	(2005) Hyperadrenocorticism in a dog due to ectopic secretion of adrenocorticotropic hormone.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15763583	(2005) Chronic subcutaneous leptin infusion diminishes the responsiveness of the hypothalamic-pituitary-adrenal (HPA) axis in female rhesus monkeys.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15769796	(2005) Distinct functional properties of native somatostatin receptor subtype 5 compared with subtype 2 in the regulation of ACTH release by corticotroph tumor cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15771721	(2005) Single nucleotide polymorphisms in the corticotrophin-releasing hormone and pro-opiomelancortin genes are associated with growth and carcass yield in beef cattle.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15784796	(2005) Basal and stimulated hypothalamic-pituitary-adrenal axis activity in patients with functional gastrointestinal disorders and healthy controls.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15796762	(2005) Provocation of kainic acid receptor mRNA changes in the rat paraventricular nucleus by insulin-induced hypoglycaemia.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15802499	(2005) Differential adaptive responses to chronic stress of maternally stressed male mice offspring.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15802927	(2005) Beta-endorphin ameliorates synovial cell hyperfunction in the collagen-induced arthritis rat model by specific downregulation of NF-kappa B activity.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000384092	MMP2,POMC
PMID:15805735	(2005) Hypothalamo-pituitary-adrenal gland axis in mice inhaling toluene prior to low-level long-term exposure to formaldehyde.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15827110	(2005) The hypothalamic-pituitary-adrenal axis in pregnancy: challenges in disease detection and treatment.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15833364	(2005) CRH stimulates POMC activity and corticosterone production in dermal fibroblasts.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15834231	(2005) Vasoactive intestinal peptide and corticotropin-releasing hormone increase beta-endorphin release and proopiomelanocortin messenger RNA levels in primary cultures of hypothalamic cells: effects of acute and chronic ethanol treatment.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15834733	(2005) Regulation of progesterone production in human term trophoblasts in vitro by CRH, ACTH and cortisol (prednisolone).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15837532	(2005) Anti-stress and anti-anxiety effects of centrally acting angiotensin II AT1 receptor antagonists.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15841103	(2005) Testosterone suppression of CRH-stimulated cortisol in men.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15850850	(2005) Differential diagnosis and imaging in Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15854547	(2005) [Significance of dynamic detection of WT1 expression on monitoring minimal residual disease in leukemia patients following allogeneic bone marrow transplantation].	2	4	2.71	0.0191	9606.ENSP00000229239,9606.ENSP00000331327	GAPDH,WT1
PMID:15862795	(2005) The role of CRF1 receptors for sympathetic nervous response to laparotomy in anesthetized rats.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15863803	(2005) Higher levels of basal serial CSF cortisol in combat veterans with posttraumatic stress disorder.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15876359	(2005) Cellular mechanisms underlying the effects of an early experience on cognitive abilities and affective states.	2	8	2.41	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15879359	(2005) Evaluation of adrenal function in patients with growth hormone deficiency and hypothalamic-pituitary disorders: comparison between insulin-induced hypoglycemia, low-dose ACTH, standard ACTH and CRH stimulation tests.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15886242	(2005) Clinical and biochemical characteristics of adrenocorticotropin-secreting macroadenomas.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15886244	(2005) Sex-related differences in stimulated hypothalamic-pituitary-adrenal axis during induced gonadal suppression.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15886358	(2005) Exposure to chronic stress downregulates corticosterone responses to acute stressors.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15890786	(2005) ACTH, alpha-MSH, and control of cortisol release: cloning, sequencing, and functional expression of the melanocortin-2 and melanocortin-5 receptor in Cyprinus carpio.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15891010	(2005) Combinatorial expression of phenotypes of different cell lineages in the rat and mouse pituitary.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15891035	(2005) Opioid peptides, CRF, and urocortin in cerebrospinal fluid-contacting neurons in Xenopus laevis.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15893645	(2005) Antenatal glucocorticoids blunt the functioning of the hypothalamic-pituitary-adrenal axis of neonates and disturb some behaviors in juveniles.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15894062	(2005) The effects of chronic food restriction on hypothalamic-pituitary-adrenal activity depend on morning versus evening availability of food.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15907812	(2005) Mode of leptin action in chicken hypothalamus.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15910778	(2005) Stress hormone secretion is altered by central administration of intermedinadrenomedullin-2.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15914534	(2005) Cushings syndrome due to ectopic corticotropin secretion: twenty years experience at the National Institutes of Health.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15926921	(2005) Hepatic vagotomy alters limbic and hypothalamic neuropeptide responses to insulin-dependent diabetes and voluntary lard ingestion.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15927699	(2005) Interleukin-1beta depolarizes magnocellular neurons in the paraventricular nucleus of the hypothalamus through prostaglandin-mediated activation of a non selective cationic conductance.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:15930164	(2005) Corticosterone-induced negative feedback mechanisms within the hypothalamo-pituitary-adrenal axis of the chicken.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
